Email,"First Name","Last Name","Phone Number",Status,"Contact Record Created","IP Address","User Agent",Organization,*domain,*Message,*Sector,*Prod/Service,"*Phone 2",*Fax,*Employees,*Province,*Area,*Town,*Suburb,*Website,*Designation1,*Designation2,*Cell,"*Authoriser E-mail","*Authoriser Full Name","*Authoriser Tel","*Authoriser Cell","*Email 2",*Salut,"*.za.com address","*Premium Address 1","*Premium Address 2","*Premium Address 3","*Opened Campaign Contact Score","*Replied Contact Score","*Forward Email Contact Score","*Clicked Link Contact Score","*Submit Web Form Contact Score","*Visited Web Site Contact Score",Tags
derasphoto@icon.co.za,,,(011)-706-1333,,"2018-01-18 13:50:10",127.0.0.1,,"DE RAS PHOTOGRAPHY",http://photographer.za.com/,,"GENERAL SERVICES","COMMERCIAL PHOTOGRAPHERS",,,,GT,"CENTRAL JOHANNESBURG",SANDTON,BRYANSTON,www.photoderas.com,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
derk@28e.co.za,,,(012)-663-1115,,"2018-02-19 13:56:35",127.0.0.1,,"28E CAPITOL",,,"GENERAL SERVICES","STOCK AND SHARE BROKERS,INVESTMENTS,SHARES,STOCK ",,(012)-663-8437,,GT,,CENTURION,VERWOERDBURGSTAD,www.28e.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
derrick.daubern@ahi-carrier.co.za,,,(011)-681-3900,,"2018-01-18 09:51:09",0.0.0.0,,"Ahi Carrier South Africa (Pty) Ltd",aircon.za.com,,"TRANSPORT & DISTRIBUTION","AIR CONDITIONING,AIRCONDITIONING,COMMERCIAL,INDUSTRIAL",,(011)-681-3996,,GT,"SOUTH JOHANNESBURG",TURFFONTEIN,TURFFONTEIN,www.ahi-carrier.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
des@deskleineibst.com,DES,KLEINEIBST,(011)-882-6005,,"2018-01-18 13:50:11",169.0.120.11,,"DES KLEINEIBST PHOTOGRAPHY",photographer.za.com,"automotive, videographer, Cape Town, car   http://www.photographic-artists.com/ - REDIRECT","PROFESSIONAL SERVICES",PHOTOGRAPHERS,0219133573,,"1 - 10",GT,"EAST JOHANNESBURG",LOMBARDY,LOMBARDY,www.deskleineibst.com,,,0824491699,,,,,,,,,,,4,0,0,0,0,0,"Photographer,Opened Both Emails"
design@colors.co.za,LOUISE,BROOKS,(011)-624-1030,,"2018-01-12 08:55:20",41.169.70.4,,COLORS,print.za.com,,RETAIL,PRINTING,,(011)-624-1636,,GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,JEPPE,www.colors.co.za,MD/CEOS,"MANAGING DIRECTOR",,,,,,,,,,,,4,0,0,0,0,0,"Gifting Industry,Opened Both Emails"
desphoto@mweb.co.za,,,(031)-208-0648,,"2018-01-18 13:50:15",127.0.0.1,,"DESMOND 1 HOUR LAB",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",KZN,"CENTRAL DURBAN",BEREA,OVERPORT,,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
dhayalan@hychem.co.za,"Dhayalan ","Naidoo ","083 462 2761",,"2018-02-22 09:19:44",0.0.0.0,,HYCHEM,,,"Hygiene Chemicals",,011-466-1885,,,,,,,http://www.hychem.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,
diane@bostonivy.co.za,,,(031)-201-8587,,"2018-02-06 10:36:36",0.0.0.0,,"BOSTON IVY FLOWERS",florist.za.com,,RETAIL,"FLORISTS & FLOWERS",,,"11 - 50",KZN,"CENTRAL DURBAN",BEREA,BEREA,www.bostonivy.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
dickenson.caroline@gmail.com,"Caroline ","Dickenson ",(021)-418-5938,,"2018-02-06 10:36:38",105.186.226.235,,"CAROLINE FINE FLOWERS",florist.za.com,,RETAIL,"FASHIONWEAR DESIGNERS,FLOWER ARRANGEMENTS,FLOWERS",,,"11 - 50",WC,"CAPE TOWN CITY",FORESHORE,FORESHORE,http://www.carolinefineflowers.co.za,,,,,,,,,,,,,,4,0,0,0,0,0,"Opened Both Emails,Florist"
dieprivier@twk.co.za,,,(028)-214-1267,,"2018-02-06 10:36:41",0.0.0.0,,"CALEDON FLORIST",florist.za.com,,RETAIL,"FLOWERS,FLORISTS,FLORISTS AND FLOWERS",,,"11 - 50",WC,OVERBERG,CALEDON,CALEDON,,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
digby.owen@mweb.co.za,,,,,"2018-01-18 13:50:08",127.0.0.1,,"DIGBY OWEN PHOTOGRAPHY",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",EC,"SOUTH EASTERN CAPE","PORT ELIZABETH",SIDWELL,www.digby.co.za,,,(083)-406-3126,,,,,,,,,,,0,0,0,0,0,0,Photographer
digitalphoto@icon.co.za,ANNE,BREST,(011)-783-2237,,"2018-01-18 13:50:10",197.83.231.139,,"BREST ANNE PHOTOGRAPHICS",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",GT,"CENTRAL JOHANNESBURG",SANDTON,"BENMORE GARDENS",www.gfdesine.wixsite.com/anne,,,,,,,,,,,,,,2,0,0,0,0,0,"Photographer,Not responding to e-mails"
digitalweddings@gmail.com,,,,,"2018-01-18 13:50:13",66.249.93.213,,"DERICK BOTHA PHOTOGRAPHY",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.derickbotha.co.za,,,(074)-866-2007,,,,,,,,,,,6,0,0,0,0,0,Photographer
dingiaphila@gmail.com,Aphila,,0792902101,,"2018-02-08 06:54:10",0.0.0.0,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-J500F Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Mobile Safari/537.36",,future.finance.za.com,"Dear sir/madam                           ineed money to achieve my dream.ihave forever businesses so ineed money so that will buy more stock.thanks",,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,10,"HOT PROSPECT"
dkuhn1@its.jnj.com,,,(011)-394-5131,,"2018-01-18 09:51:07",0.0.0.0,,"International Travel Shops Africa (Pty) Ltd",aircon.za.com,,"GENERAL SERVICES","LG,AIR CONDITIONING EQPT AND SYSTEMS,AIR CONDITION",,,"11 - 50",GT,"EAST RAND","KEMPTON PARK","KEMPTON PARK",,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
dmofokeng@vodamail.co.za,DUDU,MOFOKENG,,,"2018-02-19 13:56:32",127.0.0.1,,"BARHWEBI INVESTMENTS",,,"FINANCIAL SERVICES","INVESTMENT SERVICES",(012)-997-9732,,"51 - 200",GT,,MORELETAPARK,MORELETAPARK,,MD/CEOS,"MANAGING DIRECTOR",(082)-377-5088,,,,,,,,,,,0,0,0,0,0,0,Investment
dominique@crystalinspiration.co.za,DOMINIQUE,FOURIE,(011)-801-2560,,"2018-01-12 08:57:48",127.0.0.1,,"CRYSTAL INSPIRATION",gift.za.com,,"TRANSPORT & DISTRIBUTION","CORPORATE GIFTS SUPPLIERS",,,"11 - 50",GT,"WEST RAND",ROODEPOORT,BROMHOF,,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
doug@compumail.co.za,,,(011)-817-5333,,"2018-03-05 08:05:44",0.0.0.0,,"BADGERLEUR BUSH LODGE","gamereserve.za.com, lodge.za.com, wildlife.za.com, african.za.com",,HOSPITALITY,LODGE,,(011)-813-2235,"11 - 50",GT,"EAST RAND",SPRINGS,"NEW ERA",www.badgerleur.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
dphoto@mailbox.co.za,,,,,"2018-01-18 13:50:11",127.0.0.1,,"DANIES PHOTOGRAPHY",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",GT,"CENTRAL PRETORIA",RIETFONTEIN,RIETFONTEIN,www.daniephoto.za.net,,,(071)-671-7903,,,,,,,,,,,0,0,0,0,0,0,Photographer
drama@webmail.co.za,,,(011)-836-1746,,"2018-01-12 08:40:04",127.0.0.1,,"AMAZING GIFTS",gift.za.com,,"GENERAL SERVICES","GIFTS AND NOVELTIES",,,,GT,"CENTRAL JOHANNESBURG","JOHANNESBURG CITY",JOHANNESBURG,www.justgifts.co.za,,,(082)-930-7434,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
dries.d@mweb.co.za,,,(016)-971-1886,,"2018-01-18 13:50:09",127.0.0.1,,"DRIES DELPORT WEDDING PHOTOGRAPHY",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",FS,"NORTH FREE STATE",SASOLBURG,VAALPARK,,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
droskie@telkomsa.net,,,(015)-291-3287,,"2018-01-18 09:51:13",0.0.0.0,,"Country Blue Guest House",,,HOSPITALITY,"SELF CATERING ACCOMMODATION,CONFERENCE FACILITIES",,,"51 - 200",LM,LIMPOPO,POLOKWANE,PIETERSBURG,www.cbovernight.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
duane@duanes.co.za,Duane,Henderson,(021)-864-3946,,"2018-01-18 09:51:15",0.0.0.0,,"Duane S Refrigeration",aircon.za.com,,"GENERAL SERVICES","REGIGERATION & AIRCON REPAIRS",,(021)-864-3946,"51 - 200",WC,INLAND,WELLINGTON,WELLINGTON,,"OTHER DIRECTORS & PARTNERS",DIRECTOR,(083)-225-1747,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
dubois.byron@gmail.com,BYRON,"DU BOIS",,,"2018-01-18 13:50:12",66.249.93.194,,"D B PHOTOGRAPHY",http://photographer.za.com/,"Unsubscribed from list Prospect in campaign Email 1 - Generic and provided ""I no longer wish to receive these emails"" as a reason","PROFESSIONAL SERVICES",PHOTOGRAPHERS,0832801032,,"1 - 10",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.dbphotography.co.za,,,(083)-634-7784,,,,,,,,,,,4,0,0,0,0,0,"Photographer,Opened Both Emails"
duker@telkomsa.net,,,(041)-373-5341,,"2018-01-18 13:50:07",127.0.0.1,,"DUKER ROB",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",EC,"SOUTH EASTERN CAPE","PORT ELIZABETH","PARSONS HILL",www.robduker.com,,,(083)-270-7674,,,,,,,,,,,0,0,0,0,0,0,Photographer
duodynamic@ymail.com,,,,,"2018-01-18 13:50:17",127.0.0.1,,"DUODYNAMIC PHOTOGRAPHERS",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",WC,"GARDEN ROUTE",GEORGE,GEORGE,,,,(072)-227-8440,,,,,,,,,,,0,0,0,0,0,0,Photographer
dupreezstephan6@gmail.com,TEST,,,,"2018-01-22 08:12:18",0.0.0.0,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36",,register.za.com,"TEST 22.01",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,10,"HOT PROSPECT"
ealaher@yahoo.com,,,(011)-413-1550,,"2018-01-10 13:19:15",127.0.0.1,,"EBOO S HALAAL BUTCHERY AND CATERERS",,,HOSPITALITY,CATERERS,,,,GT,"WEST RAND",KRUGERSDORP,AZAADVILLE,,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
eatfine@hotmail.com,,,(012)-322-1516,,"2018-01-10 13:19:11",127.0.0.1,,"EATFINE FOOD & CATERING",,,HOSPITALITY,CATERERS,,,,GT,"CENTRAL PRETORIA","PRETORIA CENTRAL CENTRAL","PRETORIA CENTRAL",,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
edeklerk@mweb.co.za,,,(012)-333-2800,,"2018-01-10 14:35:37",127.0.0.1,,"FESTIVE RENT CC",,,HOSPITALITY,CATERERS,,(012)-333-7330,,GT,"CENTRAL PRETORIA",QUEENSWOOD,QUEENSWOOD,,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
edlons@telkomsa.net,,,(031)-916-3768,,"2018-01-18 09:51:10",0.0.0.0,,"Edlon S Refrigeration & Airconditioning",aircon.za.com,,"GENERAL SERVICES","AIR CONDITIONING EQUIPMENT SYSTEMS,INSTALLATIONS",,(086)-730-6861,"11 - 50",KZN,"CENTRAL DURBAN","DURBAN SOUTH",KINGSBURGH,,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
edwin@mailzone.co.za,,,(012)-330-1936,,"2018-01-10 13:19:07",127.0.0.1,,"CARANY CATERING & HIRING",,,HOSPITALITY,"CATERERS,VENUES,FLOWERS,FLOWERS & DECORATIONS,CATERING",,,,GT,"CENTRAL PRETORIA",RIETFONTEIN,RIETFONTEIN,www.caranycatering.co.za,,,(082)-880-8882,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
eengland@absolutair.co.za,Eric,England,(031)-312-8483,,"2018-01-18 09:51:10",0.0.0.0,,"Absolut Air",aircon.za.com,,"GENERAL SERVICES","AIRCONDITIONING CONTRACTORS",,,"51 - 200",KZN,"CENTRAL DURBAN","CENTRAL DURBAN","DURBAN CENTRAL",,"OTHER DIRECTORS & PARTNERS",DIRECTOR,(083)-259-3670,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
ejels@telkomsa.net,,,(011)-817-1177,,"2018-01-12 08:56:19",127.0.0.1,,"DRAGONFLY GRAPHIX",,,"GENERAL SERVICES","PRINTERS,BANNERS,BRANDING,BUSINESS CARDS,CORPORATE",,(011)-817-5284,,GT,"EAST RAND",SPRINGS,"NEW ERA",www.dragonflygraphix.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,
ekluckow@bdo.co.za,,,(012)-433-0160,,"2018-04-10 12:29:47",0.0.0.0,,"B D O South Africa Inc",,,"PROFESSIONAL SERVICES",ACCOUNTANTS,,,0,GT,"WEST PRETORIA","PRETORIA CENTRAL WEST","PRETORIA CENTRAL WEST",,,,,,,,,,,,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
electrotek@mweb.co.za,,,(011)-805-2533,,"2018-01-10 13:19:14",127.0.0.1,,"A B S MEASUREMENT",,,"GENERAL SERVICES","MEASURING,CARPET MEASURING,MEASURING INSTRUMENTS,G",,,"51 - 200",GT,"NORTH EAST JOHANNESBURG",MIDRAND,"HALFWAY HOUSE",,,,,,,,,,,,,,,0,0,0,0,0,0,
elegante@gem.co.za,,,(021)-637-2786,,"2018-01-10 13:19:09",127.0.0.1,,"ELEGANTE CATERING",,,HOSPITALITY,CATERERS,,(021)-637-3786,,WC,"EAST CAPE TOWN",ATHLONE,ATHLONE,www.elegantecatering.co.za,,,(082)-255-0011,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
elke@baluleni.com,,,(076)-816-7704,,"2018-03-05 08:05:45",0.0.0.0,,"BALULENI SAFARI LODGE","safari.za.com, lodge.za.com, holiday.za.com, gamereserve.za.com",,HOSPITALITY,"LODGE,GUEST LODGE,GAME LODGES,ACCOMMODATION - LODGE",,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
elsabe@blessedbabies.co.za,,,,,"2018-01-18 13:50:17",127.0.0.1,,"BLESSED MOMENTS",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",WC,OVERBERG,"SOMERSET WEST","FERNWOOD ESTATE",www.blessedbabies.co.za,,,(082)-323-1959,,,,,,,,,,,0,0,0,0,0,0,Photographer
elsasekombuis@gmail.com,,,(012)-460-6053,,"2018-01-10 13:19:14",127.0.0.1,,"ELSA SE KOMBUIS",,,HOSPITALITY,"DELIVER,CATERERS,CORPORATE CATERING,FUNCTIONS",,,,GT,"CENTRAL PRETORIA","MENLO PARK",GROENKLOOF,,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
elster@mweb.co.za,,,(011)-972-2637,,"2018-01-18 13:50:12",127.0.0.1,,"ELSTER & YVONNE VERMEULEN PHOTOGRAPHER",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",GT,"EAST RAND","KEMPTON PARK",BIRCHLEIGH,www.elstervermeulen.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
elysia@baytiques.com,,,(011)-608-0073,,"2018-01-12 08:56:13",127.0.0.1,,"BAYTIQUES TRADING CC",gift.za.com,,"GENERAL SERVICES","GIFTS AND NOVELTIES",,,,GT,"EAST RAND",LETHABONG,LONGMEADOW,www.baytiques.com,,,(083)-272-7298,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
email@gallet.co.za,,,(010)-598-0550,,"2018-02-19 13:56:34",127.0.0.1,,GALLET,,,"PROFESSIONAL SERVICES","ASSET ADMINISTRATOR,CONSULTING,INVESTMENT SERVICES",,,"11 - 50",GT,,FOURWAYS,FOURWAYS,,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
emslies1@telkomsa.net,,,(021)-864-1855,,"2018-01-18 09:51:15",0.0.0.0,,"Emslie S Refrigeration & Airconditioning Services",aircon.za.com,,"PROFESSIONAL SERVICES","SERVICE ENGINEERS,INDUSTRIAL REFRIGERATION",,,"11 - 50",WC,INLAND,WELLINGTON,WELLINGTON,,,,,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
enquiries@bakovenlodge.com,,,,,"2018-03-05 08:05:47",0.0.0.0,,"BAKOVEN LODGE",lodge.za.com,,HOSPITALITY,LODGE,,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",www.letmego.com,,,(083)-625-0430,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
enquiries@garyfriedman.co.za,,,(011)-485-1960,,"2018-01-10 14:35:35",127.0.0.1,,"GARY FRIEDMAN CATERERS",,,HOSPITALITY,CATERERS,,,,GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,"ORANGE GROVE",www.garyfriedman.co.za,,,(082)-779-1664,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
erina@bahriweddingvenue.co.za,Erina,"Nigrini ",(082)-443-7249,,"2018-03-05 08:05:46",0.0.0.0,,"BAHRI WEDDING VENUE","event.za.com, wedding.za.com, lodge.za.com",,HOSPITALITY,"FUNCTION VENUE,EVENTS,WEDDING PLANNERS,GUEST LODGE",,,"11 - 50",GT,"GAUTENG - GENERAL","GAUTENG - GENERAL","GAUTENG - GENERAL",http://www.bahriweddingvenue.co.za/,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails,Lodge Leads"
esme@boldblooms.co.za,"Esme ",Gericke,,,"2018-02-06 10:36:33",41.13.0.96,,"BOLD BLOOMS",florist.za.com,,"GENERAL SERVICES","FLOWERS AND DECORATIONS,FLOWERS,WEDDING FLORISTS",,,"11 - 50",GT,"EAST PRETORIA","FAERIE GLEN","FAERIE GLEN",http://www.boldblooms.co.za/,,,0824611572,,,,,,,,,,,4,0,0,0,0,0,"Opened Both Emails,Florist"
essack@boe.co.za,,,(011)-294-9000,,"2018-02-19 13:56:31",127.0.0.1,,"B-O-E PRIVATE CLIENTS",,,"PROFESSIONAL SERVICES","INVESTMENT COMPANIES,INVESTMENT COMPANIES ",,,"11 - 50",GT,,SANDTON,"BENMORE GARDENS",www.boeprivateclients.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Investment
essie@photocall.co.za,,,(011)-679-4100,,"2018-01-18 13:50:12",127.0.0.1,,"A PHOTO CALL",http://photographer.za.com/,,"GENERAL SERVICES","PHOTOGRAPHERS,WEDDINGS,WEDDING PHOTOGRAPHY",,,,GT,"EAST RAND","WELTEVREDEN PARK","WELTEVREDEN PARK",www.photocall.co.za,,,(082)-791-0339,,,,,,,,,,,0,0,0,0,0,0,Photographer
estherreid@mweb.co.za,,,(021)-919-7427,,"2018-01-18 13:50:16",127.0.0.1,,"ESTHER REID PHOTOGRAPHY",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,(021)-919-0187,"1 - 10",WC,"EAST CAPE TOWN",BELLVILLE,"BELLVILLE NORTH",www.estherreidphotography.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
ewan@africanencounters.com,Ewan,Opperman,,,"2018-02-26 13:45:54",0.0.0.0,,"African Encounters",,,HOSPITALITY,"SAFARIS & TOUR OPERATORS",(011)-880-3079,(011)-447-6773,"51 - 200",GT,"CENTRAL JOHANNESBURG",RANDBURG,ROSEBANK,www.africanencounters.com,"OTHER DIRECTORS & PARTNERS",DIRECTOR,,,,,,,,,,,,0,0,0,0,0,0,"travel industry"
executrade@iafrica.com,,,,,"2018-02-23 10:34:58",0.0.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,"Not responding to e-mails"
ezeequip@telkomsa.net,,,(011)-440-4686,,"2018-01-10 13:19:12",127.0.0.1,,"EZEE QUIP",,,HOSPITALITY,"HIRING SERVICES,HIRING,CROCKERY,TABLES,DRAPING",,(011)-440-3792,,GT,"EAST JOHANNESBURG",BRAMLEY,BRAMLEY,www.ezeequip.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,
eziair@telkomsa.net,,,(021)-904-3572,,"2018-01-18 09:51:14",0.0.0.0,,"Ezibandayo Airconditioning",aircon.za.com,,"GENERAL SERVICES",AIRCONDITIONING,,(021)-902-1795,"11 - 50",WC,"EAST CAPE TOWN",EERSTERIVIER,EERSTERIVIER,,,,(083)-975-9079,,,,,,,,,,,4,0,0,0,0,0,"Aircon Lead,Not responding to e-mails"
fantastic.platters@gmail.com,,,(011)-762-8974,,"2018-01-10 13:19:06",127.0.0.1,,"FANTASTIC PLATTERS",,,HOSPITALITY,CATERERS,,,,GT,"EAST RAND",BRAKPAN,WITPOORTJIE,,,,(076)-633-8069,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
fanus@trutemp.co.za,,,(021)-593-1177,,"2018-01-18 09:51:14",0.0.0.0,,"Lg Acredited Airconditioning Agent",aircon.za.com,,"TRANSPORT & DISTRIBUTION","AIRCON,AIRCONDITIONING REPAIRS,AIRCONDITIONING EQU",,(021)-593-0102,,WC,"CAPE TOWN CITY",KENMERE,KENMERE,www.trutemp.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
farmstead@gmail.co.za,,,(014)-736-4880,,"2018-02-06 10:36:37",0.0.0.0,,"ANNERIQUE FLORIST",florist.za.com,,HOSPITALITY,"FLORISTS,FUNCTIONS,FLOWERS,FLORISTS AND FLOWERS",,,"11 - 50",LM,LIMPOPO,BELA-BELA,WARMBAD,,,,,,,,,,,,,,,0,0,0,0,0,0,Florist
festivalmall@3at1.co.za,,,(011)-394-5400,,"2018-01-12 08:40:18",41.177.52.200,,"3@1 FESTIVAL MALL",gift.za.com,,"GENERAL SERVICES","CORPORATE GIFTS",,(011)-394-2063,"11 - 50",GT,"EAST RAND","KEMPTON PARK","KEMPTON PARK",www.kemptalk.com,,,,,,,,,,,,,,4,0,0,0,0,0,"Gifting Industry,Opened Both Emails"
fhoosen@bdo.co.za,Faheem,Hoosen,(031)-514-7000,,"2018-04-10 12:29:47",0.0.0.0,,"Bdo South Africa",,,"PROFESSIONAL SERVICES",ACCOUNTANTS,,,750,KZN,"CENTRAL DURBAN","DURBAN NORTH","LA LUCIA RIDGE",www.bdo.co.za,"OTHER MIDDLE MANAGEMENT","SENIOR MANAGER",,,,,,,MR.,www.bdo.za.com,www.accounts.za.com,www.finance.za.com,www.accounting.za.com,0,0,0,0,0,0,
field.photographer@gmail.com,,,,,"2018-01-18 13:50:07",127.0.0.1,,"FIELD PHOTOGRAPHY",http://photographer.za.com/,,"PROFESSIONAL SERVICES",PHOTOGRAPHERS,,,"1 - 10",EC,"SOUTH EASTERN CAPE","PORT ELIZABETH",SIDWELL,www.fieldphotography.co.za,,,(072)-123-1575,,,,,,,,,,,0,0,0,0,0,0,Photographer
finance@businessdirectory.co.za,,,(012)-546-3012,,"2018-03-05 08:05:48",0.0.0.0,,"ACCOMMODATION TOURISM","lodge.za.com, tourist.za.com",,HOSPITALITY,"ACCOMMODATION ESTABLISHMENTS,TOURISM OFFICES,LODGE",,,"11 - 50",GT,"NORTH PRETORIA","PRETORIA CENTRAL NORTH","PRETORIA CENTRAL NORTH",,,,(082)-231-0770,,,,,,,,,,,0,0,0,0,0,0,"Lodge Leads"
fineair@telkomsa.net,,,(033)-345-9973,,"2018-01-18 09:51:13",0.0.0.0,,"Fine Air",aircon.za.com,,"GENERAL SERVICES","AIRCONDITIONING,AIR CONDITIONING EQUIPMENT SYSTEMS",,(033)-345-9974,"51 - 200",KZN,"SOUTHERN KWA-ZULU NATAL",PIETERMARITZBURG,PIETERMARITZBURG,,,,,,,,,,,,,,,0,0,0,0,0,0,"Aircon Lead"
fivestar@lantic.net,,,(012)-663-3482,,"2018-01-10 14:35:49",127.0.0.1,,"FIVE STAR CATERERS",,,HOSPITALITY,"ALL AREAS,ACCOMMODATION,CONFERENCES,VENUES,CONFERENCE",,(012)-663-3106,,GT,"SOUTH PRETORIA",CENTURION,VERWOERDBURGSTAD,www.threeoaks.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating"
fleurtheflorist@gmail.com,,,(051)-436-3525,,"2018-02-06 10:36:31",0.0.0.0,,"FLEUR FLORAL BOUTIQUE",florist.za.com,,RETAIL,"FLORISTS,FLORISTS AND FLOWERS,FLOWERS",,,"11 - 50",FS,"CENTRAL FREE STATE",BLOEMFONTEIN,"DAN PIENAAR",,,,(082)-229-2439,,,,,,,,,,,0,0,0,0,0,0,"Florist,Not responding to e-mails"
floraline@mweb.co.za,,,(011)-402-7732,,"2018-01-10 14:35:32",127.0.0.1,,FLORALINE,florist.za.com,,RETAIL,"BRASSWARE,CATERING STAFF,CONFERENCE,FLORISTS,FLOWERS",,,"11 - 50",GT,"CENTRAL JOHANNESBURG",JOHANNESBURG,"NEW DOORNFONTEIN",www.floraline.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,"Catering & Event Coordinating,Florist"
fokusbonaero@gmail.com,,,(011)-395-1500,,"2018-01-12 08:55:49",127.0.0.1,,"FOKUS LOGISTICS",gift.za.com,,"GENERAL SERVICES","CORPORATE CLOTHING OR ACCESSORIES,CORPORATE GIFTS",,,"11 - 50",GT,"EAST RAND","KEMPTON PARK","BONAERO PARK",,,,,,,,,,,,,,,0,0,0,0,0,0,"Gifting Industry"
fotasia@mweb.co.za,,,(027)-213-5288,,"2018-01-18 13:50:18",127.0.0.1,,"FOTASIA DIGITAL PHOTO FRAMING AND PRINTING",http://photographer.za.com/,,"GENERAL SERVICES","PHOTOGRAPHIC PROCESSORS,FRAMING,PHOTOGRAPHERS",,(027)-213-1481,"11 - 50",WC,"WEST COAST",VREDENDAL,VREDENDAL,www.fotasia.co.za,,,,,,,,,,,,,,0,0,0,0,0,0,Photographer
